所属天/单元,单词,词性及中文释义
第28天 Unit 7 Lesson 4,address,n.地址;演说 v.写地址;演讲
第28天 Unit 7 Lesson 4,speech,"n.演说,演讲;发言;谈话"
第28天 Unit 7 Lesson 4,*speechless,adj.说不出话的
第29天 Unit 8 Lesson 1,,
第29天 Unit 8 Lesson 1,terrific,"adj.极好的,了不起的;惊人的"
第29天 Unit 8 Lesson 1,wonderful,adj.精彩的;绝妙的;令人惊叹的
第29天 Unit 8 Lesson 1,wonder,v.想知道;惊讶 n.惊叹;惊讶;奇迹;奇观
第29天 Unit 8 Lesson 1,brilliant,adj.明亮的;杰出的;聪明的;巧妙的
第29天 Unit 8 Lesson 1,bright,adj.明亮的;聪明的;愉快的
第29天 Unit 8 Lesson 1,splendid,adj.极好的;壮丽的;灿烂的
第29天 Unit 8 Lesson 1,shine,v.照耀;发光;擦亮 n.光泽;光亮
第29天 Unit 8 Lesson 1,sunshine,n.阳光
第29天 Unit 8 Lesson 1,polish,v.擦亮;抛光;润色;修改 n.上光剂;抛光
第29天 Unit 8 Lesson 1,extraordinary,adj.非凡的;不平常的
第29天 Unit 8 Lesson 1,extra,adj.额外的;外加的 adv./n.额外(的事物)
第29天 Unit 8 Lesson 1,outstanding,"adj.优秀的,极好的;突出的"
第29天 Unit 8 Lesson 1,magnificent,"adj.宏伟的,壮丽的;值得赞扬的"
第29天 Unit 8 Lesson 1,marvel(l)ous,adj.极好的;非凡的
第29天 Unit 8 Lesson 1,grand,adj.大的;宏伟的;重大的;壮丽的
第29天 Unit 8 Lesson 1,excellent,"adj.卓越的,极好的,优秀的"
第29天 Unit 8 Lesson 1,peak,"n.山顶,顶峰 adj.最高的 v.到达最高点"
第29天 Unit 8 Lesson 1,top,"n.顶,顶部;最高的级别 adj.最高的;极棒的"
第29天 Unit 8 Lesson 1,topic,n.题目;话题
第29天 Unit 8 Lesson 1,title,"n.标题,题目;头衔,称号"
第29天 Unit 8 Lesson 1,entitle,v.给……命名;给……权利
第29天 Unit 8 Lesson 1,tip,n.尖端;小费;建议;窍门 v.给……小费
第29天 Unit 8 Lesson 1,fee,n.费用;酬金
第29天 Unit 8 Lesson 1,crowd,n.人群;观众;一伙人 v.使……拥挤
第29天 Unit 8 Lesson 1,mass,"n.许多,大量;一群;群众 adj.大量的;民众的"
第29天 Unit 8 Lesson 1,massive,adj.巨大的;大量的;严重的
第29天 Unit 8 Lesson 1,mess,"n.肮脏;杂乱;麻烦,困境 v.弄脏,弄乱"
第29天 Unit 8 Lesson 1,message,"n.信息,消息 v.向(某人)传送"
第29天 Unit 8 Lesson 1,plenty,"pron.丰富,大量;充足"
第29天 Unit 8 Lesson 1,*plentiful,"adj.丰富的,大量的;充足的"
第29天 Unit 8 Lesson 1,numerous,adj.众多的;许多的
第29天 Unit 8 Lesson 1,abundant,adj.大量的;充裕的;丰盛的
第29天 Unit 8 Lesson 1,multiple,adj.数量多的;多种多样的 n.倍数
第29天 Unit 8 Lesson 1,multiply,v.乘;成倍增加;(使)繁殖
第29天 Unit 8 Lesson 1,several,"det./pron.几个,一些 adj.各自的,分别的"
第29天 Unit 8 Lesson 1,number,n.数字;数量;编号;号码 v.给……编号;总计
第29天 Unit 8 Lesson 1,host,n.主人;东道主;主持人 v.主持;主办
第29天 Unit 8 Lesson 1,hostile,"adj.敌意的,敌视的"
第29天 Unit 8 Lesson 1,*hostility,"n.敌意,敌对"
第29天 Unit 8 Lesson 1,ghost,n.鬼;幽灵
第29天 Unit 8 Lesson 1,master,"n.(男)主人,雇主;大师;硕士学位 v.精通;掌握"
第29天 Unit 8 Lesson 1,guest,"n.客人,宾客;旅客;特邀嘉宾"
第29天 Unit 8 Lesson 1,mechanic,n.技工;机械师;机械修理工
第29天 Unit 8 Lesson 1,*mechanics,n.机械学;力学
第29天 Unit 8 Lesson 1,*mechanical,"adj.机器的,机械的"
第29天 Unit 8 Lesson 1,technique,n.技巧;工艺;技艺
第29天 Unit 8 Lesson 1,*technical,adj.技术的;技能的
第29天 Unit 8 Lesson 1,*technician,n.技术员;技师
第29天 Unit 8 Lesson 1,technology,n.科技;工艺;工程技术
第29天 Unit 8 Lesson 1,*technological,adj.工艺的;技术的
第29天 Unit 8 Lesson 1,skill,n.技巧;技能
第29天 Unit 8 Lesson 1,*skilled,adj.有技能的;熟练的
第29天 Unit 8 Lesson 1,*skil(l)ful,adj.熟练的;技术好的;制作精良的
第29天 Unit 8 Lesson 1,edit,v.编辑;主编;剪辑
第29天 Unit 8 Lesson 1,*edition,"n.版,版本,版次;一期"
第29天 Unit 8 Lesson 1,*editor,n.编辑;主编
第29天 Unit 8 Lesson 1,*editorial,adj.编辑的 n.(报刊的)社论
第29天 Unit 8 Lesson 1,copy,"v.复制,复印;抄袭;模仿 n.复印件,副本;一册"
第29天 Unit 8 Lesson 1,print,n.印刷业;印刷字体 v.打印;印刷;刊登;发表
第29天 Unit 8 Lesson 1,issue,n.问题;一期;发行 v.发表;公布;分发
第29天 Unit 8 Lesson 1,tissue,"n.纸巾,手巾纸;(人、动植物细胞的)组织"
第29天 Unit 8 Lesson 1,phenomenon,n.现象;非凡的人(或事物)
第29天 Unit 8 Lesson 1,publish,"v.出版,发行;刊登;发表,发布"
第29天 Unit 8 Lesson 1,*publication,n.(书刊等的)出版;出版物;发表;公布
第29天 Unit 8 Lesson 1,public,adj.公共的;公开的 n.民众
第29天 Unit 8 Lesson 1,*publicly,adv.公开地
第29天 Unit 8 Lesson 1,republic,n.共和国;共和政体
第29天 Unit 8 Lesson 1,punish,v.惩罚;处罚
第29天 Unit 8 Lesson 1,*punishment,n.惩罚;处罚
第29天 Unit 8 Lesson 1,punctual,adj.准时的;守时的
第30天 Unit 8 Lesson 2,,
第30天 Unit 8 Lesson 2,novel,n.(长篇)小说 adj.新颖的
第30天 Unit 8 Lesson 2,fiction,n.小说;虚构的事
第30天 Unit 8 Lesson 2,magazine,n.杂志;期刊
第30天 Unit 8 Lesson 2,journal,n.期刊;日报;日记
第30天 Unit 8 Lesson 2,*journalist,n.记者
第30天 Unit 8 Lesson 2,drama,n.戏剧;戏剧性;戏剧性情节
第30天 Unit 8 Lesson 2,dramatic,adj.戏剧(般)的;突然的;巨大的;引人注目的
第30天 Unit 8 Lesson 2,*dramatically,adv.急剧地;戏剧性地
第30天 Unit 8 Lesson 2,tragedy,n.悲剧(作品);灾难
第30天 Unit 8 Lesson 2,disaster,"n.灾难,灾祸"
第30天 Unit 8 Lesson 2,famine,"n.饥荒,饥饿"
第30天 Unit 8 Lesson 2,drown,"v.(使)淹死,溺死;淹没"
第30天 Unit 8 Lesson 2,comedy,n.喜剧(片);滑稽
第30天 Unit 8 Lesson 2,opera,n.歌剧;歌剧院
第30天 Unit 8 Lesson 2,cinema,n.电影院
第30天 Unit 8 Lesson 2,theatre/-ter,"n.剧场,戏院;电影院"
第30天 Unit 8 Lesson 2,audience,n.听众;观众;读者
第30天 Unit 8 Lesson 2,band,"n.乐队;一伙人;带,箍"
第30天 Unit 8 Lesson 2,concert,"n.音乐会,演奏会"
第30天 Unit 8 Lesson 2,literature,n.文献;文学(作品)
第30天 Unit 8 Lesson 2,*literary,adj.文学的;有典型文学作品特征的
第30天 Unit 8 Lesson 2,literacy,n.识字;读写能力;(某个领域的)知识
第30天 Unit 8 Lesson 2,literal,adj.字面意义的;缺乏想象力的
第30天 Unit 8 Lesson 2,*literally,adv.字面上;真正地
第30天 Unit 8 Lesson 2,classic,"adj.最优秀的;典型的 n.经典作品,名著,杰作"
第30天 Unit 8 Lesson 2,*classical,adj.古典的;经典的
第30天 Unit 8 Lesson 2,classify,v.分类;归类;划分
第30天 Unit 8 Lesson 2,defend,"v.防御;保护,保卫;防守;(为……)辩护"
第30天 Unit 8 Lesson 2,*defender,n.后卫;捍卫者
第30天 Unit 8 Lesson 2,defendant,n.被告(人)
第30天 Unit 8 Lesson 2,defence/-nse,n.防御;保护;防守
第30天 Unit 8 Lesson 2,offend,"v.得罪,冒犯;令人不适;犯罪"
第30天 Unit 8 Lesson 2,*offence/-nse,n.犯罪;冒犯行为
第30天 Unit 8 Lesson 2,*offensive,adj.冒犯的;攻击性的;令人不适的
第30天 Unit 8 Lesson 2,guard,n.卫兵;警戒;保卫;看守
第30天 Unit 8 Lesson 2,regard,"v.认为;把……看作 n.关心;(pl.)致意,问候"
第30天 Unit 8 Lesson 2,*regarding,prep.关于;至于
第30天 Unit 8 Lesson 2,regardless,"adv.不管,不顾一切地"
第30天 Unit 8 Lesson 2,guarantee,"v.保证,担保 n.保证;保证书"
第30天 Unit 8 Lesson 2,promise,v.许诺;保证;答应 n.诺言;承诺;迹象
第30天 Unit 8 Lesson 2,compromise,"n./v.妥协,折中"
第30天 Unit 8 Lesson 2,defeat,v.击败;战胜 n.失败;击败
第30天 Unit 8 Lesson 2,conquer,v.征服;占领;击败;克服
第30天 Unit 8 Lesson 2,declare,"v.声称,宣称;公布;宣布"
第30天 Unit 8 Lesson 2,*declaration,n.公告;宣告;宣言
第30天 Unit 8 Lesson 2,deliver,v.传送;发送;发表;移交;接生
第30天 Unit 8 Lesson 2,*delivery,n.投递;传送
第30天 Unit 8 Lesson 2,desire,n.渴望;愿望 v.渴望;期望
第30天 Unit 8 Lesson 2,*desirable,adj.向往的;值得拥有的;渴望获得的
第30天 Unit 8 Lesson 2,eager,adj.渴望的;热切的
第30天 Unit 8 Lesson 2,keen,adj.渴望的;热切的;热情的;强烈的
第30天 Unit 8 Lesson 2,hate,"v.厌恶,讨厌 n.憎恨;厌恶"
第30天 Unit 8 Lesson 2,decade,"n.十年,十年期"
第30天 Unit 8 Lesson 2,derive,"v.追溯……的起源,源于;得到,获得"
第30天 Unit 8 Lesson 2,deprive,"v.剥夺,使丧失"
第30天 Unit 8 Lesson 2,arrive,"v.到达;(时间、事件)到来,发生"
第30天 Unit 8 Lesson 2,*arrival,n.到来;到达
第30天 Unit 8 Lesson 2,thrive,"v.兴旺,繁荣;茁壮成长"
第30天 Unit 8 Lesson 2,origin,n.起源;源头;起因;出身
第30天 Unit 8 Lesson 2,*original,"adj.最初的,原始的"
第30天 Unit 8 Lesson 2,region,n.地区;(身体)部位
第30天 Unit 8 Lesson 2,*regional,adj.地区的;区域的
第30天 Unit 8 Lesson 2,root,"n.根;根源,基础 v.(使)生根"
第30天 Unit 8 Lesson 2,source,"n.来源,出处,源头 v.从某地获得"
第30天 Unit 8 Lesson 2,resource,n.资源;财力
第30天 Unit 8 Lesson 2,command,"n.指挥,控制;命令;掌握 v.指挥,控制;命令"
第30天 Unit 8 Lesson 2,*commander,n.指挥官;司令官
第30天 Unit 8 Lesson 2,direct,"adj.直接的 v.管理,指导;指挥;给……指路"
第30天 Unit 8 Lesson 2,*directly,adv.直接地;立即
第30天 Unit 8 Lesson 2,director,n.导演;负责人;经理
第30天 Unit 8 Lesson 2,direction,"n.方向,方位;指示"
第30天 Unit 8 Lesson 2,straight,"adj.直的,笔直的;直率的 adv.笔直地;直接;立即"
第30天 Unit 8 Lesson 2,vertical,"adj.垂直的,直立的;纵向的"
第30天 Unit 8 Lesson 2,guide,n.指南;导游;指导者 v.指引;领路
第30天 Unit 8 Lesson 2,*guidance,n.指导;咨询;导航
第30天 Unit 8 Lesson 2,conduct,"n.行为,举止 v.执行;指挥;引导;举止,表现"
第30天 Unit 8 Lesson 2,*conductor,n.指挥;列车长;售票员
第30天 Unit 8 Lesson 2,*semiconductor,n.半导体
第30天 Unit 8 Lesson 2,instruct,"v.命令,指示;传授;告知"
第30天 Unit 8 Lesson 2,*instruction,"n.命令,指示;吩咐"
第30天 Unit 8 Lesson 2,*instructive,adj.富有教益的;增长知识的
第30天 Unit 8 Lesson 2,advocate,"n.提倡者,拥护者;支持者 v.提倡,主张;支持;拥护"
第31天 Unit 8 Lesson 3,,
第31天 Unit 8 Lesson 3,sincere,adj.真诚的;诚实的
第31天 Unit 8 Lesson 3,*sincerely,adv.真诚地;诚实地
第31天 Unit 8 Lesson 3,frank,"adj.坦白的,直率的"
第31天 Unit 8 Lesson 3,honest,"adj.诚实的,实在的;可靠的;坦率的"
第31天 Unit 8 Lesson 3,confident,adj.自信的;有把握的
第31天 Unit 8 Lesson 3,*confidential,adj.保密的;隐秘的;委以机密的
第31天 Unit 8 Lesson 3,*confidence,n.信心;信任;自信心;把握
第31天 Unit 8 Lesson 3,graceful,"adj.优美的,得体的"
第31天 Unit 8 Lesson 3,tough,adj.艰难的;坚韧的;强硬的;粗野的
第31天 Unit 8 Lesson 3,rough,"adj.粗糙的,不平的;粗略的;粗暴的;艰难的"
第31天 Unit 8 Lesson 3,harsh,adj.严厉的;严酷的;恶劣的;艰苦的
第31天 Unit 8 Lesson 3,hardship,"n.艰难,困苦"
第31天 Unit 8 Lesson 3,rude,"adj.粗鲁的,无礼的"
第31天 Unit 8 Lesson 3,crude,"adj.粗俗的,粗野的;自然的,天然的"
第31天 Unit 8 Lesson 3,raw,"adj.生的,未加工的;不熟练的,没有经验的"
第31天 Unit 8 Lesson 3,roar,n.咆哮;(机器的)隆隆声 v.咆哮;放声大笑
第31天 Unit 8 Lesson 3,selfish,adj.自私的
第31天 Unit 8 Lesson 3,anxious,"adj.忧虑的,焦虑的;渴望的"
第31天 Unit 8 Lesson 3,*anxiety,"n.担忧,焦虑"
第31天 Unit 8 Lesson 3,nervous,adj.焦虑的;易紧张的;神经质的;神经系统的
第31天 Unit 8 Lesson 3,patient,n.病人 adj.有耐心的;能忍耐的
第31天 Unit 8 Lesson 3,*impatient,"adj.不耐烦的,不耐心的"
第31天 Unit 8 Lesson 3,patience,n.耐心;忍耐力;毅力
第31天 Unit 8 Lesson 3,*impatience,n.不耐烦;焦躁
第31天 Unit 8 Lesson 3,pace,n.步;速度;节奏
第31天 Unit 8 Lesson 3,peace,"n.和平;安静,平静;和谐"
第31天 Unit 8 Lesson 3,*peaceful,"adj.和平的;平静的,安宁的"
第31天 Unit 8 Lesson 3,harmony,n.协调;和谐
第31天 Unit 8 Lesson 3,*harmonious,adj.和谐的
第31天 Unit 8 Lesson 3,silence,n.寂静;沉默
第31天 Unit 8 Lesson 3,silent,adj.安静的;沉默的
第31天 Unit 8 Lesson 3,stupid,adj.愚蠢的
第31天 Unit 8 Lesson 3,fool,n.傻瓜 v.愚弄;欺骗
第31天 Unit 8 Lesson 3,foolish,"adj.愚蠢的,傻的,笨的"
第31天 Unit 8 Lesson 3,pride,n.骄傲;自豪;自尊心
第31天 Unit 8 Lesson 3,proud,"adj.骄傲的;自豪的,得意的"
第31天 Unit 8 Lesson 3,shy,"adj.羞怯的,腼腆的;怕生的;胆小的"
第31天 Unit 8 Lesson 3,angry,adj.生气的;愤怒的;狂暴的
第31天 Unit 8 Lesson 3,anger,"n.愤怒,怒气"
第31天 Unit 8 Lesson 3,energy,"n.精力,活力;能源"
第31天 Unit 8 Lesson 3,energetic,"adj.精力充沛的,充满活力的;积极的"
第31天 Unit 8 Lesson 3,vigorous,adj.精力充沛的;健壮的
第31天 Unit 8 Lesson 3,*vigo(u)r,"n.精力,活力"
第31天 Unit 8 Lesson 3,dynamic,"adj.充满活力的,精力充沛的;动力的;动态的"
第31天 Unit 8 Lesson 3,fuel,n.燃料 v.给……提供燃料;增加;刺激
第31天 Unit 8 Lesson 3,fun,n.乐趣;玩笑 adj.有趣的;逗乐的
第31天 Unit 8 Lesson 3,funny,adj.有趣的;好笑的;滑稽的
第31天 Unit 8 Lesson 3,silly,"adj.愚蠢的,傻的;可笑的"
第31天 Unit 8 Lesson 3,ridiculous,"adj.可笑的,荒谬的"
第31天 Unit 8 Lesson 3,joy,n.高兴;喜悦;乐趣;满足
第31天 Unit 8 Lesson 3,enjoy,v.享受;喜爱
第31天 Unit 8 Lesson 3,*enjoyment,n.愉快;快乐;乐趣
第31天 Unit 8 Lesson 3,handsome,adj.(男子)英俊的;(女子)健美的;好看的
第31天 Unit 8 Lesson 3,pretty,"adj.漂亮的,俊俏的 adv.相当;颇,很"
第31天 Unit 8 Lesson 3,rather,"adv.相当;相反,反而;更确切地说;有点儿"
第31天 Unit 8 Lesson 3,cruel,"adj.残忍的,残酷的"
第31天 Unit 8 Lesson 3,brutal,adj.野蛮的;凶残的;直截了当的
第31天 Unit 8 Lesson 3,rigorous,"adj.严酷的,严格的;缜密的"
第31天 Unit 8 Lesson 3,wise,"adj.明智的,高明的"
第31天 Unit 8 Lesson 3,*wisdom,"n.智慧,明智"
第31天 Unit 8 Lesson 3,wit,"n.风趣;机智幽默的人;智力,理解力"
第31天 Unit 8 Lesson 3,press,"v.按,压 n.新闻;出版社"
第31天 Unit 8 Lesson 3,pressure,n.压力
第31天 Unit 8 Lesson 3,button,n.按钮;纽扣
第31天 Unit 8 Lesson 3,stress,n.压力;紧张;重音;强调 v.强调;重读
第31天 Unit 8 Lesson 3,express,v.表示;表达 adj.特快的 n.特快列车
第31天 Unit 8 Lesson 3,*expression,n.表示;表达;表情
第31天 Unit 8 Lesson 3,impress,v.留下印象;使铭记
第31天 Unit 8 Lesson 3,*impression,n.印象
第31天 Unit 8 Lesson 3,*impressive,adj.给人留下深刻印象的
第31天 Unit 8 Lesson 3,depress,v.使沮丧;使萧条
第31天 Unit 8 Lesson 3,*depression,n.沮丧;抑郁症;萧条期
第31天 Unit 8 Lesson 3,*depressed,adj.沮丧的;不景气的
第31天 Unit 8 Lesson 3,*depressing,adj.令人沮丧的
第31天 Unit 8 Lesson 3,blue,n.蓝色;天蓝色 adj.蓝色的;悲伤的;忧郁的
第31天 Unit 8 Lesson 3,orange,"n.橙子;橙汁;橙色,橘黄色 adj.橙色的"
第31天 Unit 8 Lesson 3,pale,"adj.苍白的;浅的,淡的 v.变苍白"
第32天 Unit 8 Lesson 4,,
第32天 Unit 8 Lesson 4,introduce,v.介绍;采用;引进
第32天 Unit 8 Lesson 4,*introduction,n.介绍;采用;引进
第32天 Unit 8 Lesson 4,initiate,v.开始;发起;创始
第32天 Unit 8 Lesson 4,*initiative,"n.主动性,积极性;主动权"
第32天 Unit 8 Lesson 4,*initial,adj.开始的;最初的
第32天 Unit 8 Lesson 4,*initially,"adv.最初,开始"
第32天 Unit 8 Lesson 4,launch,v.发行;发起;启动;发射 n.发射;发行
第32天 Unit 8 Lesson 4,negotiate,v.谈判;协商;商定
第32天 Unit 8 Lesson 4,succeed,v.成功;继任;随后出现
第32天 Unit 8 Lesson 4,success,"n.成功,胜利;成功的人(或事物)"
第32天 Unit 8 Lesson 4,*successful,adj.成功的
第32天 Unit 8 Lesson 4,succession,"n.连续的人(或事物);一连串,一系列;继任;交替"
第32天 Unit 8 Lesson 4,successive,"adj.接连的,连续的"
第32天 Unit 8 Lesson 4,fail,v.失败;未能(做到);不及格;衰退
第32天 Unit 8 Lesson 4,*failure,n.失败;故障;失败者
第32天 Unit 8 Lesson 4,regulate,v.管理;调节;控制
第32天 Unit 8 Lesson 4,*regulation,"n.规章,规则;管理;监管"
第32天 Unit 8 Lesson 4,*regulatory,"adj.具有监管权的,监管的"
第32天 Unit 8 Lesson 4,regular,adj.有规律的;经常做(或发生)的;惯常的;普通的
第32天 Unit 8 Lesson 4,*regularly,adv.有规律地
第32天 Unit 8 Lesson 4,*irregular,adj.不整齐的;不规则的;无规律的
第32天 Unit 8 Lesson 4,relevant,adj.有关的;切题的
第32天 Unit 8 Lesson 4,relate,"v.联系;叙述,讲述"
第32天 Unit 8 Lesson 4,*relation,n.关系;联系
第32天 Unit 8 Lesson 4,relationship,n.关系;联系
第32天 Unit 8 Lesson 4,relative,adj.比较的;相对的 n.亲戚
第32天 Unit 8 Lesson 4,related,adj.相关的;有关系的
第32天 Unit 8 Lesson 4,remind,v.提醒;使想起
第32天 Unit 8 Lesson 4,mindset,n.观念模式;思维倾向
第32天 Unit 8 Lesson 4,recall,v.回忆起;使想起;召回
第32天 Unit 8 Lesson 4,replace,"v.代替,取代"
第32天 Unit 8 Lesson 4,*replacement,"n.替换;替代品,接替者"
第32天 Unit 8 Lesson 4,rescue,"n./v.营救,救援"
第32天 Unit 8 Lesson 4,relieve,"v.缓解,缓和;减轻"
第32天 Unit 8 Lesson 4,relief,n.轻松;减轻;缓和
第32天 Unit 8 Lesson 4,religion,n.宗教;宗教信仰
第32天 Unit 8 Lesson 4,*religious,adj.宗教的;虔诚的
第32天 Unit 8 Lesson 4,reluctant,"adj.不情愿的,勉强的"
第32天 Unit 8 Lesson 4,awkward,adj.令人尴尬的;笨拙的
第32天 Unit 8 Lesson 4,willing,"adj.愿意的,自愿的"
第32天 Unit 8 Lesson 4,*willingness,n.愿意
第32天 Unit 8 Lesson 4,*unwilling,"adj.不愿意的,勉强的"
第32天 Unit 8 Lesson 4,volunteer,n.志愿者;自告奋勇者;志愿兵 v.自愿做
第32天 Unit 8 Lesson 4,voluntary,"adj.自愿的,志愿的"
第32天 Unit 8 Lesson 4,pioneer,"n.先锋,先驱;拓荒者 v.当开拓者;做先锋"
第32天 Unit 8 Lesson 4,spy,n.间谍
第32天 Unit 8 Lesson 4,aspect,n.方面;外观
第32天 Unit 8 Lesson 4,respect,n.尊敬;方面 v.尊重;重视
第32天 Unit 8 Lesson 4,*respectable,adj.体面的;值得尊敬的
第32天 Unit 8 Lesson 4,*respectful,"adj.有礼貌的,尊敬的"
第32天 Unit 8 Lesson 4,*respective,"adj.各自的,分别的"
第32天 Unit 8 Lesson 4,*respectively,adv.各自地;依次地
第32天 Unit 8 Lesson 4,expect,"v.期待,预料"
第32天 Unit 8 Lesson 4,*expectation,"n.期望,希望"
第32天 Unit 8 Lesson 4,*unexpected,adj.出乎意料的
第32天 Unit 8 Lesson 4,speculate,v.推测;投机
第32天 Unit 8 Lesson 4,inspect,v.调查;检查
第32天 Unit 8 Lesson 4,*inspection,n.检查;视察
第32天 Unit 8 Lesson 4,suspect,v.怀疑 n.嫌疑分子 adj.可疑的
第32天 Unit 8 Lesson 4,*suspicion,"n.猜疑,怀疑"
第32天 Unit 8 Lesson 4,*suspicious,"adj.可疑的,猜疑的"
第32天 Unit 8 Lesson 4,perspective,"n.看法,观点"
第32天 Unit 8 Lesson 4,standpoint,n.立场;观点
第32天 Unit 8 Lesson 4,prospect,n.前途;前景;预期;设想
第32天 Unit 8 Lesson 4,prosperity,"n.兴旺,繁荣,昌盛"
第32天 Unit 8 Lesson 4,*prosper,"v.繁荣,兴旺,发达"
第32天 Unit 8 Lesson 4,*prosperous,"adj.繁荣的,兴旺的,发达的"
第32天 Unit 8 Lesson 4,stagnant,adj.停滞的;不发展的;无变化的
第32天 Unit 8 Lesson 4,minimum,n.最小值;最低限度 adj.最小的;最低限度的
第32天 Unit 8 Lesson 4,minimal,adj.极小的;极少的
第32天 Unit 8 Lesson 4,minus,"adj.负的;负面的,不利的 prep.减"
第32天 Unit 8 Lesson 4,tiny,"adj.极小的,微小的"
第32天 Unit 8 Lesson 4,minute,n.分钟;一会儿
第32天 Unit 8 Lesson 4,maximum,n.最大值;最大限度 adj.最多的;最大极限的
第32天 Unit 8 Lesson 4,*maximise/-ize,v.使增加到最大限度;充分利用
第32天 Unit 8 Lesson 4,minor,adj.较小的;次要的;轻微的
第32天 Unit 8 Lesson 4,*minority,n.少数(派);少数民族
第32天 Unit 8 Lesson 4,major,adj.主要的;重要的 n.主修课程 v.主修
第32天 Unit 8 Lesson 4,majority,"n.大部分,大多数"
第32天 Unit 8 Lesson 4,medium,"adj.中等的;中号的 n.(传播信息的)媒介,方法"
第33天 Unit 9 Lesson 1,,
第33天 Unit 9 Lesson 1,minister,"n.大臣,部长;牧师"
第33天 Unit 9 Lesson 1,administer,v.管理;执行
第33天 Unit 9 Lesson 1,administration,n.管理;行政(机构);实施
第33天 Unit 9 Lesson 1,*administrative,"adj.管理的,行政的"
第33天 Unit 9 Lesson 1,mayor,n.市长
第33天 Unit 9 Lesson 1,secretary,"n.秘书;干事,文书;部长"
第33天 Unit 9 Lesson 1,government,"n.政府,内阁;统治,管理"
第33天 Unit 9 Lesson 1,govern,v.统治;控制;支配
第33天 Unit 9 Lesson 1,*governor,"n.统治者,管理者"
第33天 Unit 9 Lesson 1,ruler,"n.尺子,直尺;统治者,支配者"
第33天 Unit 9 Lesson 1,policy,n.政策;方针;原则
第33天 Unit 9 Lesson 1,power,"n.权力;能力;力量;政权 v.驱动,推动"
第33天 Unit 9 Lesson 1,*powerful,adj.有权势的;力量大的
第33天 Unit 9 Lesson 1,violent,adj.暴力的;猛烈的
第33天 Unit 9 Lesson 1,*violence,"n.暴力,暴行"
第33天 Unit 9 Lesson 1,violate,"v.违反;侵犯,妨碍;亵渎"
第33天 Unit 9 Lesson 1,virtue,n.优点;美德;正直的品性;良好习惯
第33天 Unit 9 Lesson 1,via,"prep.经由,经过;通过,凭借"
第33天 Unit 9 Lesson 1,shallow,adj.浅的;肤浅的
第33天 Unit 9 Lesson 1,deep,"adj.深的;深刻的;严重的 adv.在深处,深深地"
第33天 Unit 9 Lesson 1,*deeply,"adv.很,非常;深刻地,强烈地"
第33天 Unit 9 Lesson 1,depth,n.向下的距离;深(度)
第33天 Unit 9 Lesson 1,shadow,"n.影子,阴影;(坏)影响"
第33天 Unit 9 Lesson 1,hollow,n.山谷;洼地 adj.空的;空虚的
第33天 Unit 9 Lesson 1,swallow,"n.燕子 v.吞下,咽下"
第33天 Unit 9 Lesson 1,lower,v.降低 adj.更低的;下面的
第33天 Unit 9 Lesson 1,*low,"adj.低的;低级的,下层的 adv.向下;低声地"
第33天 Unit 9 Lesson 1,narrow,adj.狭窄的;狭隘的
第33天 Unit 9 Lesson 1,sharp,adj.锋利的;急剧的;清晰的
第33天 Unit 9 Lesson 1,shape,"n.形状,外形,身材;状况 v.形成,塑造"
第33天 Unit 9 Lesson 1,shelter,n.掩蔽;避难所 v.提供庇护;躲避
第33天 Unit 9 Lesson 1,shade,"n.阴凉处;暗处 v.为……遮挡,遮蔽"
第33天 Unit 9 Lesson 1,tunnel,"n.地道,隧道;洞穴通道"
第33天 Unit 9 Lesson 1,leak,"v.漏,渗;泄露 n.漏洞;泄漏"
第33天 Unit 9 Lesson 1,gap,"n.缝隙,缺口;间隔;差距"
第33天 Unit 9 Lesson 1,slide,v.滑行;下跌 n.滑梯;滑行;跌落
第33天 Unit 9 Lesson 1,swing,"n.摆动;转动;秋千 v.(使)摆动,摇荡"
第33天 Unit 9 Lesson 1,wing,"n.翼,翅膀"
第33天 Unit 9 Lesson 1,phrase,n.成语;习语;短语
第33天 Unit 9 Lesson 1,sweep,v.打扫;清除;席卷 n.清扫;巡行
第33天 Unit 9 Lesson 1,spite,"n.恶意,怨恨 v.故意使烦恼"
第33天 Unit 9 Lesson 1,split,v.(使)分裂;(使)产生分歧;分开
第33天 Unit 9 Lesson 1,slip,v.滑(倒);溜走
第33天 Unit 9 Lesson 1,*slippery,"adj.滑的,光滑的"
第33天 Unit 9 Lesson 1,incline,v.(使)倾斜;(使)倾向于 n.斜坡;斜度
第33天 Unit 9 Lesson 1,*inclined,adj.想(做某事);有……倾向;很可能
第33天 Unit 9 Lesson 1,decline,"v.下降,衰落;谢绝 n.减少,下降"
第33天 Unit 9 Lesson 1,slope,n.斜坡 v.倾斜
第33天 Unit 9 Lesson 1,steep,"adj.陡峭的,险峻的;过高的;急剧的"
第33天 Unit 9 Lesson 1,attract,v.吸引;使喜爱;引起……的好感
第33天 Unit 9 Lesson 1,*attractive,adj.有吸引力的;诱人的
第33天 Unit 9 Lesson 1,*attraction,"n.吸引,吸引力"
第33天 Unit 9 Lesson 1,distract,v.分散;使分心
第33天 Unit 9 Lesson 1,fascinate,v.深深吸引;迷住
第33天 Unit 9 Lesson 1,obsess,v.使痴迷;使心神不宁
第33天 Unit 9 Lesson 1,*obsession,n.痴迷;困扰;使人痴迷的人(或物)
